order,symbol,locus_overlap,gene_coordinates,start,end,length,effective_length,logFC,pvalue,gen.fdr
3853,AT1G67910,-,1:25471288-25472440,25471288,25472440,1153,1153,0.993173830697702,6.00367263304159e-40,1.45324884100457e-38
3854,AT1G67920,-,1:25473544-25474140,25473544,25474140,597,597,-0.313092560753844,0.000397578430428,0.0009355438706372
3855,AT1G67930,-,1:25474140-25477423,25474140,25477423,3284,2668,0.17825838198809,0.857722963421081,0.905108817714891
3856,AT1G67940,-,1:25477670-25478803,25477670,25478803,1134,1063,0.0834151686808354,0.503157544621085,0.591653871267025
3857,AT1G67950,-,1:25478713-25480580,25478713,25480580,1868,1404,0.446974635919347,0.175937169618287,0.242642214465393
3858,AT1G67960,-,1:25480652-25484262,25480652,25484262,3611,2117,1.38022737436988,0.114563202523681,0.166835078677125
3859,AT1G67980,-,1:25487714-25489231,25487714,25489231,1518,1006,-0.0894733521658539,0.594686499273709,0.677941148564146
3860,AT1G68000,-,1:25491014-25493053,25491014,25493053,2040,1005,-1.47179897782929,5.94171457186341e-26,7.47383961661356e-25
3861,AT1G68010,-,1:25493196-25495988,25493196,25495988,2793,1654,0.57528310490386,0.0450509091618816,0.0727823859641049
3862,AT1G68020,-,1:25497290-25500374,25497290,25500374,3085,2996,0.052365903977003,0.769551276991821,0.831634983040172
3863,AT1G68060,-,1:25510941-25514500,25510941,25514500,3560,2594,0.656028417706929,0.0033332187061785,0.0067280428896401
3864,AT1G68070,-,1:25515232-25516868,25515232,25516868,1637,1313,0.963866327479627,0.186639760699848,0.255391641889253
3865,AT1G68080,-,1:25517411-25519440,25517411,25519440,2030,1728,0.502741395762641,0.0029787956343289,0.0060534500598676
3866,AT1G68100,-,1:25521204-25524175,25521204,25524175,2972,1674,-0.48862682102431,0.0002128388190809,0.0005218654932721
3867,AT1G68110,-,1:25524718-25526150,25524718,25526150,1433,1433,-3.17914192527298,3.91268533268656e-27,5.1999223970407e-26
3868,AT1G68130,-,1:25532244-25534586,25532244,25534586,2343,1870,0.154068486654431,0.458973304870345,0.548875901978926
3869,AT1G68140,-,1:25538945-25541741,25538945,25541741,2797,1792,-1.10488122755366,5.16817231521671e-13,3.00038421526934e-12
3870,AT1G68160,-,1:25545808-25548894,25545808,25548894,3087,1451,0.285294372115734,0.0005687927956098,0.0013063096293039
3871,AT1G68185,-,1:25556426-25558522,25556426,25558522,2097,1027,0.939341395829292,1.76954442761384e-08,7.01695041501036e-08
3872,AT1G68190,-,1:25559246-25561212,25559246,25561212,1967,1340,1.5804030618311,1.77561565458236e-19,1.5856700453572e-18
3873,AT1G68220,-,1:25570231-25571712,25570231,25571712,1482,847,0.0645307008482032,0.507026908443132,0.595336553386997
3874,AT1G68230,-,1:25572185-25572921,25572185,25572921,737,489,-0.252078799621458,0.0052175786388556,0.0102172307782928
3875,AT1G68238,-,1:25574461-25574835,25574461,25574835,375,375,-1.47389099067902,5.0782648664022497e-42,1.3223431347773398e-40
3876,AT1G68260,-,1:25585776-25587658,25585776,25587658,1883,830,-1.10735356367417,7.83035467767245e-38,1.72658390671813e-36
3877,AT1G68290,-,1:25596671-25598438,25596671,25598438,1768,1094,0.521943182597624,6.53496388976608e-08,2.45255992677172e-07
3878,AT1G68300,-,1:25598331-25599357,25598331,25599357,1027,766,-1.6343318511328,1.4980171754693499e-18,1.2676475332618e-17
3879,AT1G68310,-,1:25599491-25601463,25599491,25601463,1973,818,1.65591934453482,7.185008599563529e-55,3.25358218681699e-53
3880,AT1G68330,-,1:25610923-25612202,25610923,25612202,1280,1280,0.130111011167115,0.196636881302222,0.267357036855148
3881,AT1G68340,-,1:25614197-25615403,25614197,25615403,1207,1052,1.33938575776051,7.3087501095533e-07,2.43572526537366e-06
3882,AT1G68360,-,1:25621678-25622412,25621678,25622412,735,735,0.627495297117677,0.001353558377779,0.0029166857987286
3883,AT1G68370,-,1:25631745-25634738,25631745,25634738,2994,1745,0.144661980860675,0.115228858298098,0.167638889201005
3884,AT1G68400,-,1:25646039-25648946,25646039,25648946,2908,2405,-0.281291477591781,0.106018127168904,0.155882834324691
3885,AT1G68410,-,1:25649999-25653019,25649999,25653019,3021,2249,0.157155387697732,0.241096121285042,0.31902149438943
3886,AT1G68430,-,1:25654905-25655444,25654905,25655444,540,540,-1.03853223531134,1.64144980545839e-16,1.21414968478647e-15
3887,AT1G68440,-,1:25658033-25659273,25658033,25659273,1241,1241,0.926065313899353,0.002755936559331,0.0056363426041572
3888,AT1G68470,-,1:25676395-25678288,25676395,25678288,1894,1539,-0.164275472530873,0.0495104898122939,0.0791877803114273
3889,AT1G68490,-,1:25693449-25695476,25693449,25695476,2028,1337,0.195659456248401,0.0133383777492181,0.0241294281683701
3890,AT1G68520,-,1:25709114-25710907,25709114,25710907,1794,1596,0.615789724374454,0.0017839699724282,0.0037641989439825
3891,AT1G68530,-,1:25712588-25714807,25712588,25714807,2220,2220,-3.28545371891608,7.51184954276674e-12,4.0018650964421e-11
3892,AT1G68540,-,1:25720024-25721410,25720024,25721410,1387,1136,-0.767605476825663,3.8746826880819803e-19,3.3868812988196798e-18
3893,AT1G68550,AT1G68552,1:25725455-25727701,25725455,25727701,2247,1915,0.0939096248893186,0.39491984032568,0.484157538000963
3894,AT1G68552,AT1G68550,1:25725455-25727701,25725455,25727701,2247,1830,0.486679591469886,1.01182050765027e-06,3.32427172978853e-06
3895,AT1G68560,-,1:25734182-25738002,25734182,25738002,3821,3106,0.412866941145921,0.0009620869068558,0.0021261880148418
3896,AT1G68568,-,1:25746977-25747654,25746977,25747654,678,510,0.69363414833374,1.20667815481245e-06,3.92625072244092e-06
3897,AT1G68570,-,1:25746736-25750275,25746736,25750275,3540,2031,0.598111191512624,4.36933584385813e-05,0.0001177716162559
3898,AT1G68580,-,1:25752735-25756076,25752735,25756076,3342,2655,-0.0822509561965355,0.74667245409434,0.812824437567606
3899,AT1G68585,-,1:25756600-25757563,25756600,25757563,964,799,0.18997980330505,0.165265135739169,0.229543840063845
3900,AT1G68590,-,1:25757404-25758232,25757404,25758232,829,753,0.287205744349256,0.0932305275382433,0.139136471663114
3901,AT1G68600,-,1:25759842-25762934,25759842,25762934,3093,1875,-0.167559331061867,0.199338671827874,0.270515443400067
3902,AT1G68620,-,1:25765947-25767240,25765947,25767240,1294,1294,-0.548602287751082,0.0175884597969029,0.0310819859689034
3903,AT1G68640,-,1:25769576-25772543,25769576,25772543,2968,1762,-0.680878878220765,5.25833187825574e-14,3.26508995490622e-13
3904,AT1G68650,-,1:25775741-25777874,25775741,25777874,2134,962,-0.0909888331351603,0.399073518597266,0.488346885465123
3905,AT1G68660,-,1:25777851-25779161,25777851,25779161,1311,765,-0.134032043723804,0.17625979346397,0.24299690543195
3906,AT1G68670,-,1:25782029-25784076,25782029,25784076,2048,1583,1.13703254279045,0.0161848775916953,0.0288130327971692
3907,AT1G68680,-,1:25785506-25786924,25785506,25786924,1419,651,-1.42922456414536,5.90989376522009e-13,3.4139106299028097e-12
3908,AT1G68690,-,1:25788608-25792324,25788608,25792324,3717,3050,-0.777751597432464,8.84195208800034e-20,8.03916172702322e-19
3909,AT1G68700,-,1:25792818-25793940,25792818,25793940,1123,1034,-0.291139494383016,0.001532879343997,0.0032674440758495
3910,AT1G68710,-,1:25793207-25798257,25793207,25798257,5051,3984,-1.06045566265078,5.337767406422e-34,9.87061650076005e-33
3911,AT1G68720,-,1:25804418-25808982,25804418,25808982,4565,4215,-0.380820247532939,0.0069363664411879,0.0132671126549512
3912,AT1G68725,-,1:25809298-25810130,25809298,25810130,833,747,0.485227913114002,4.133887549442e-09,1.75067874641743e-08
3913,AT1G68730,-,1:25810321-25811128,25810321,25811128,808,513,-0.224328008046755,0.095287516151449,0.141857751974004
3914,AT1G68740,-,1:25812449-25816657,25812449,25816657,4209,2724,0.391290638782855,0.235425003918758,0.312562266999951
3915,AT1G68760,AT1G68770,1:25829042-25829813,25829042,25829813,772,698,1.09986174467471,5.10616333418457e-10,2.3425013210395504e-09
3916,AT1G68770,AT1G68760,1:25829654-25829725,25829654,25829725,72,72,0.0522169353257336,0.888479819893194,0.930845682305572
3917,AT1G68780,-,1:25831803-25833844,25831803,25833844,2042,1886,-0.435998223684537,0.0038411515862811,0.0076806483953575
3918,AT1G68790,-,1:25834709-25839319,25834709,25839319,4611,3643,0.0023128529698942,1.0,1.0
3919,AT1G68810,-,1:25861123-25863120,25861123,25863120,1998,1511,1.42759285236433,2.78182438590825e-14,1.76090526930694e-13
3920,AT1G68820,-,1:25865660-25868985,25865660,25868985,3326,1784,-0.700311958778116,0.000582472662417,0.0013339320896058
3921,AT1G68830,-,1:25872445-25875550,25872445,25875550,3106,1975,-0.162857852857812,0.422156990285746,0.512473302056045
3922,AT1G68840,-,1:25880323-25882222,25880323,25882222,1900,1671,-0.136347043798641,0.0630326490702098,0.0981106776188393
3923,AT1G68862,-,1:25886804-25889024,25886804,25889024,2221,501,-0.688775558750924,4.21408502805084e-17,3.24641919629842e-16
3924,AT1G68870,-,1:25889081-25889734,25889081,25889734,654,654,-0.341059426741515,0.0039475147425458,0.0078822928275012
3925,AT1G68872,-,1:25890365-25891748,25890365,25891748,1384,1102,0.57859291229107,2.92401052927979e-09,1.26014808464737e-08
3926,AT1G68890,-,1:25896945-25906714,25896945,25906714,9770,5352,0.17918295413786,0.0596848174478604,0.093393031667676
3927,AT1G68910,-,1:25908131-25911108,25908131,25911108,2978,2110,0.0446772383477283,0.745346950849114,0.811667047302754
3928,AT1G68920,-,1:25915007-25917906,25915007,25917906,2900,2305,0.548556633061324,0.141031860909974,0.20006093594549
3929,AT1G68935,-,1:25921525-25923094,25921525,25923094,1570,814,0.173055483191921,0.0661062387039383,0.102396831952054
3930,AT1G68940,-,1:25921453-25925845,25921453,25925845,4393,3635,0.1725795362503,0.629222150211593,0.70909976062579
3931,AT1G68945,-,1:25926963-25927331,25926963,25927331,369,369,0.798951938853556,0.0026180029652709,0.0053725923569383
3932,AT1G68980,-,1:25932998-25935030,25932998,25935030,2033,2033,-1.14620826062618,1.70069931301932e-19,1.5194987221134099e-18
3933,AT1G68990,-,1:25934997-25940966,25934997,25940966,5970,3665,0.939614467570218,2.9810256924325998e-30,4.66658709997501e-29
3934,AT1G69010,-,1:25941675-25943836,25941675,25943836,2162,1302,-0.0009750528298102,1.0,1.0
3935,AT1G69030,-,1:25947265-25949262,25947265,25949262,1998,1118,0.632553329909337,6.347675534356319e-11,3.13934320646935e-10
3936,AT1G69040,-,1:25957819-25960307,25957819,25960307,2489,1642,0.449039834903838,0.001355597828496,0.002920402562527
3937,AT1G69060,-,1:25964468-25967450,25964468,25967450,2983,2309,-0.919341378016375,1.20609448733842e-08,4.86472957895398e-08
3938,AT1G69070,-,1:25967312-25971389,25967312,25971389,4078,2815,-0.645702322873182,0.0034289803469889,0.0069048209460082
3939,AT1G69080,-,1:25971915-25973271,25971915,25973271,1357,917,-0.051650928638178,0.510821289825574,0.598807176846925
3940,AT1G69140,-,1:25991520-25991872,25991520,25991872,353,353,-0.196744971955199,0.458246048926773,0.548182741261242
3941,AT1G69160,-,1:26000214-26001588,26000214,26001588,1375,1375,0.471365234730097,0.112771604712638,0.164587502012015
3942,AT1G69170,-,1:26005068-26007263,26005068,26007263,2196,1829,0.327244833254874,0.338571653802974,0.425443067648461
3943,AT1G69200,-,1:26015877-26018493,26015877,26018493,2617,2120,1.73978386674241,4.78338361366383e-27,6.3208754570308e-26
3944,AT1G69210,-,1:26018438-26020058,26018438,26020058,1621,1153,1.2194467305784,0.010233522070186,0.0189427288888408
3945,AT1G69220,-,1:26020089-26026171,26020089,26026171,6083,2772,-0.0964919627405728,0.383877954018521,0.473339848197374
3946,AT1G69250,-,1:26032827-26035504,26032827,26035504,2678,1813,2.74206565967335,2.03019729402424e-77,2.27064114222012e-75
3947,AT1G69252,-,1:26036570-26037659,26036570,26037659,1090,981,1.1478858113295,5.65089836602006e-08,2.13067788512446e-07
3948,AT1G69260,-,1:26039048-26040720,26039048,26040720,1673,1454,0.481355980891127,7.10541677002369e-08,2.65858862862273e-07
3949,AT1G69270,-,1:26040689-26042702,26040689,26042702,2014,2014,0.583954572844244,0.0048459032456456,0.0095326382346532
3950,AT1G69280,AT1G69290,1:26045160-26048190,26045160,26048190,3031,2743,-1.11312328009181,1.12584634140085e-05,3.26193245543822e-05
3951,AT1G69290,AT1G69280,1:26047372-26049348,26047372,26049348,1977,1977,0.719011637438333,5.20332929261421e-13,3.01890661395861e-12
3952,AT1G69295,-,1:26050197-26052567,26050197,26052567,2371,1688,0.0973841593237973,0.683852447390382,0.758945814947088
3953,AT1G69310,-,1:26054308-26058105,26054308,26058105,3798,1540,0.794570743975394,0.001939435002728,0.0040654341493336
3954,AT1G69320,-,1:26061862-26062514,26061862,26062514,653,653,-0.148658459913751,0.836891866947075,0.887951875498039
3955,AT1G69325,-,1:26063205-26063736,26063205,26063736,532,363,-0.12042203885317,0.211188008670305,0.284578064230866
3956,AT1G69330,-,1:26063816-26065505,26063816,26065505,1690,1374,-0.466870931222722,3.24441536680121e-06,1.00728788796039e-05
3957,AT1G69340,-,1:26065724-26069821,26065724,26069821,4098,2101,0.0930360424630315,0.363588376477277,0.451832784315738
3958,AT1G69360,-,1:26072284-26076254,26072284,26076254,3971,3259,-0.737481444104238,2.69019812976348e-05,7.45465947420727e-05
3959,AT1G69370,-,1:26079956-26081727,26079956,26081727,1772,1261,0.178619442065866,0.0419208689215377,0.0682841597119906
3960,AT1G69380,-,1:26081566-26083606,26081566,26083606,2041,1460,0.696030773275356,0.513914401814297,0.601938980763627
3961,AT1G69390,-,1:26084635-26086481,26084635,26086481,1847,973,0.259505435311355,0.145293168024771,0.20524332021212
3962,AT1G69410,-,1:26089202-26090386,26089202,26090386,1185,768,-0.0881182718006886,0.323519133615543,0.409326443689939
3963,AT1G69420,-,1:26093196-26097043,26093196,26097043,3848,2533,0.693356048281912,2.74845451298156e-14,1.74156336136572e-13
3964,AT1G69440,-,1:26101527-26105166,26101527,26105166,3640,3161,0.24117796966357,0.246527726620407,0.32516745385441
3965,AT1G69450,-,1:26106911-26110267,26106911,26110267,3357,2584,0.215063134201135,0.0313775859265835,0.0525867720087515
3966,AT1G69460,-,1:26111809-26113243,26111809,26113243,1435,973,-0.509424172720011,0.007962015752572,0.0150517039468744
3967,AT1G69490,-,1:26122139-26123421,26122139,26123421,1283,1100,0.466547470394239,6.10622626580815e-07,2.05265610811143e-06
3968,AT1G69510,-,1:26126350-26127961,26126350,26127961,1612,1011,4.66395000005087,1.06182014608831e-219,6.57125094409188e-216
3969,AT1G69520,AT1G69523,1:26128288-26129602,26128288,26129602,1315,794,-0.18077910645439,0.0826933281417873,0.125023153931631
3970,AT1G69523,AT1G69520,1:26129551-26131292,26129551,26131292,1742,1314,0.0675872955959846,0.4675192552959,0.557463086142372
3971,AT1G69526,-,1:26131294-26133196,26131294,26133196,1903,1556,0.277261625731223,0.0095823576902444,0.0178262578033144
3972,AT1G69530,-,1:26141836-26143500,26141836,26143500,1665,1400,0.348233195368305,2.81357503300026e-07,9.84857354122978e-07
3973,AT1G69543,-,1:26148437-26148781,26148437,26148781,345,345,0.478409526356415,1.08317278840738e-06,3.54302078745092e-06
3974,AT1G69550,-,1:26148021-26153555,26148021,26153555,5535,5199,0.368880931197534,0.000430457525077,0.0010071675375653
3975,AT1G69570,-,1:26161528-26163496,26161528,26163496,1969,1709,1.03061731917192,1.25092813251144e-17,9.971975830059031e-17
3976,AT1G69572,-,1:26161599-26162761,26161599,26162761,1163,1064,0.613232591339352,1.17398861673403e-08,4.74347609538279e-08
3977,AT1G69580,-,1:26171943-26173612,26171943,26173612,1670,1198,0.1505968216972,0.624102001437564,0.704552946533492
3978,AT1G69587,-,1:26175654-26179351,26175654,26179351,3698,874,0.748107630446707,1.50395488968026e-23,1.68106119697794e-22
3979,AT1G69588,-,1:26178042-26178925,26178042,26178925,884,884,0.0,1.0,1.0
3980,AT1G69600,-,1:26182470-26183198,26182470,26183198,729,729,0.0783226062350616,0.326849982038216,0.413062199068921
3981,AT1G69610,-,1:26186954-26189489,26186954,26189489,2536,2051,0.209354059243194,0.0378044955914742,0.0622729363101154
3982,AT1G69620,-,1:26189836-26191323,26189836,26191323,1488,666,0.0,1.0,1.0
3983,AT1G69640,-,1:26193659-26195695,26193659,26195695,2037,1286,-1.81528759470372,2.4506274771343e-30,3.84601434830731e-29
3984,AT1G69670,-,1:26202031-26204442,26202031,26204442,2412,2337,0.044296819799961,0.577616706937863,0.661568894571769
3985,AT1G69680,-,1:26204805-26206928,26204805,26206928,2124,1202,0.0764290929395911,0.471394978771593,0.561236320115005
3986,AT1G69690,-,1:26216224-26217851,26216224,26217851,1628,1628,-0.882571921032168,8.3769419250468e-07,2.77626390182826e-06
3987,AT1G69700,-,1:26220238-26221825,26220238,26221825,1588,816,-0.567203368603352,0.0154277554479584,0.0275812910589114
3988,AT1G69730,-,1:26228632-26231339,26228632,26231339,2708,2450,-2.42760914516512,1.66549617030169e-08,6.6221633805847e-08
3989,AT1G69740,-,1:26231804-26234963,26231804,26234963,3160,1737,-0.0528720321743254,0.930164597922187,0.964557413149202
3990,AT1G69750,-,1:26235284-26237571,26235284,26237571,2288,1198,-0.240469659317843,0.0340158360143945,0.0565640852165919
3991,AT1G69760,-,1:26239260-26240708,26239260,26240708,1449,1449,-0.251648382997729,0.0999313886346054,0.147976245126024
3992,AT1G69770,-,1:26248318-26253585,26248318,26253585,5268,2764,3.59142897994017,0.258487204821864,0.338487335641326
3993,AT1G69780,-,1:26258939-26260751,26258939,26260751,1813,1398,1.12280391769551,2.01719138004831e-23,2.237226712185e-22
3994,AT1G69800,-,1:26274230-26276329,26274230,26276329,2100,1754,-1.04640525222907,3.71661189952033e-07,1.281385636518e-06
3995,AT1G69810,-,1:26277238-26279118,26277238,26279118,1881,1166,0.505172083475011,0.0022382275281166,0.0046445660318557
3996,AT1G69830,-,1:26288278-26293053,26288278,26293053,4776,2954,1.55722156218226,1.5340827297605e-08,6.12774956125935e-08
3997,AT1G69840,-,1:26293601-26295849,26293601,26295849,2249,1891,-0.201787142101536,0.215026132683526,0.289078579247093
3998,AT1G69850,-,1:26296676-26300472,26296676,26300472,3797,2092,1.4571730464471,0.00010038466129,0.0002574940068403
3999,AT1G69870,-,1:26316027-26320220,26316027,26320220,4194,2167,-1.54271165835862,3.81992221904154e-41,9.755251158008959e-40
4000,AT1G69890,-,1:26323111-26324616,26323111,26324616,1506,1244,0.354705723104457,0.0008890590826127,0.0019741981733989
4001,AT1G69900,-,1:26326381-26327831,26326381,26327831,1451,1348,0.394528430902357,0.361942808343645,0.450179552469224
4002,AT1G69910,-,1:26330114-26332266,26330114,26332266,2153,2153,0.725842009228468,1.31449699459598e-07,4.78716186772637e-07
4003,AT1G69920,-,1:26334250-26335558,26334250,26335558,1309,931,0.193172546099383,0.0322414857448766,0.0539275157062503
4004,AT1G69935,-,1:26341801-26343126,26341801,26343126,1326,894,1.3100057628272,0.0128580702513598,0.0233197294918565
4005,AT1G69950,-,1:26346488-26348691,26346488,26348691,2204,2204,0.519123568018033,0.758607388133368,0.823499080166293
4006,AT1G69960,-,1:26348721-26350697,26348721,26350697,1977,1281,2.02566076498971,1.73680616054486e-06,5.5691784415675e-06
4007,AT1G69970,-,1:26353047-26354256,26353047,26354256,1210,429,0.715776302242531,2.9345054544786e-06,9.15356657725969e-06
4008,AT1G69980,-,1:26356356-26357667,26356356,26357667,1312,841,0.064525177623055,0.56349425486922,0.648836165709622
4009,AT1G70000,-,1:26363093-26364759,26363093,26364759,1667,1424,0.756708417983927,1.35238153000246e-06,4.37843177504087e-06
4010,AT1G70060,-,1:26383244-26389916,26383244,26389916,6673,4483,-1.95005282954522,3.5992973803528497e-29,5.295131154011959e-28
4011,AT1G70070,-,1:26390016-26394196,26390016,26394196,4181,3564,-0.474528037180779,1.56815300422176e-08,6.25442076828811e-08
4012,AT1G70090,-,1:26400790-26402727,26400790,26402727,1938,1829,0.716304255457523,8.87844088730059e-10,3.99218051619333e-09
4013,AT1G70100,-,1:26403083-26406119,26403083,26406119,3037,2421,-0.180033115830939,0.0760895250368373,0.116116893131179
4014,AT1G70140,-,1:26412688-26415230,26412688,26415230,2543,2465,1.63036442195435,6.64041776712075e-07,2.2241745672806e-06
4015,AT1G70150,-,1:26416898-26419588,26416898,26419588,2691,1192,1.34102764764874,0.0184229126216146,0.032426981013737
4016,AT1G70160,-,1:26419949-26422529,26419949,26422529,2581,1966,-0.142072349144094,0.447723433394962,0.537534484247986
4017,AT1G70180,-,1:26426341-26429361,26426341,26429361,3021,2070,-0.119254205864946,0.277602051378892,0.359863125673824
4018,AT1G70190,-,1:26430543-26432049,26430543,26432049,1507,1134,-0.215565941430321,0.308013404927054,0.392570664919041
4019,AT1G70200,-,1:26432297-26434400,26432297,26434400,2104,1883,0.143946362097948,0.0495691253263127,0.0792680082585067
4020,AT1G70210,-,1:26439864-26442829,26439864,26442829,2966,2020,-0.833444136049071,2.13065851602378e-10,1.0124854366137102e-09
4021,AT1G70230,-,1:26450245-26451945,26450245,26451945,1701,1616,0.734537816970168,0.0005752197875516,0.0013196924723997
4022,AT1G70250,-,1:26452965-26456088,26452965,26456088,3124,2410,1.32844735018192,6.74774956925851e-22,6.83835799688065e-21
4023,AT1G70270,-,1:26464400-26464860,26464400,26464860,461,461,0.867743671896821,4.78810241974291e-22,4.9086642476503006e-21
4024,AT1G70280,-,1:26465893-26468706,26465893,26468706,2814,2046,2.21676633216117,1.0,1.0
4025,AT1G70290,-,1:26471078-26474786,26471078,26474786,3709,3019,0.342321148738281,0.0030219336635072,0.0061350705737206
4026,AT1G70300,-,1:26477880-26481630,26477880,26481630,3751,2859,1.78361396743529,5.97938713648467e-07,2.01183946313835e-06
4027,AT1G70310,-,1:26485306-26487435,26485306,26487435,2130,1297,0.397488065530307,4.04809217864504e-05,0.0001096860469771
4028,AT1G70320,-,1:26488522-26501281,26488522,26501281,12760,11200,0.836018840116693,0.394529456106019,0.483838686971685
4029,AT1G70330,-,1:26502909-26504619,26502909,26504619,1711,1623,0.465567898095303,0.0240091265750527,0.0412620053681781
4030,AT1G70340,-,1:26503961-26506613,26503961,26506613,2653,2363,0.165152602252633,0.327883787632222,0.414171343120141
4031,AT1G70350,-,1:26507114-26508285,26507114,26508285,1172,568,-0.43510064617815,0.0981483553902318,0.145637976836241
4032,AT1G70360,-,1:26508778-26509325,26508778,26509325,548,525,-0.979383054542194,0.0547061297570442,0.0864403408569603
4033,AT1G70370,-,1:26512681-26515188,26512681,26515188,2508,2364,0.202792650917179,0.111411684999397,0.162781879570222
4034,AT1G70410,-,1:26533926-26538333,26533926,26538333,4408,1745,1.09865419310891,3.5321846376345e-22,3.63920865606671e-21
4035,AT1G70420,-,1:26539574-26540762,26539574,26540762,1189,1189,-0.391461528631039,0.0072067583494756,0.0137457032583075
4036,AT1G70470,-,1:26559359-26560123,26559359,26560123,765,765,1.81789599469817,1.9490441288404e-29,2.9205773443140397e-28
4037,AT1G70480,-,1:26561824-26563809,26561824,26563809,1986,1644,0.287074955469653,0.229405310118362,0.306000449334077
4038,AT1G70490,-,1:26563924-26565810,26563924,26565810,1887,1017,0.300492173158942,0.254666318288327,0.334218730132945
4039,AT1G70505,-,1:26570647-26572463,26570647,26572463,1817,1077,-1.1140663259416,3.2003191012115895e-11,1.62031972820001e-10
4040,AT1G70510,-,1:26576486-26582431,26576486,26582431,5946,1368,-0.566000909493918,0.0084764112483261,0.01593489785707
4041,AT1G70518,-,1:26583570-26584684,26583570,26584684,1115,649,0.0567401597211812,0.555704698914647,0.641537957968495
4042,AT1G70520,-,1:26584729-26587419,26584729,26587419,2691,2194,0.239635290613134,0.0102111721955727,0.0189051279400681
4043,AT1G70530,-,1:26588750-26591379,26588750,26591379,2630,1941,0.208169804516002,0.0464611113251796,0.0748138467786659
4044,AT1G70550,-,1:26597152-26600219,26597152,26600219,3068,1964,-0.246357188927157,0.0573417722399408,0.0901445676042964
4045,AT1G70560,-,1:26604855-26607503,26604855,26607503,2649,1399,0.185119140526055,0.346580716106261,0.433739495594908
4046,AT1G70570,-,1:26608625-26612309,26608625,26612309,3685,2240,0.483813270356585,0.0477510528219214,0.0766775684736026
4047,AT1G70580,-,1:26612632-26616069,26612632,26616069,3438,2090,0.145437233553697,0.16411575331205,0.228203495805237
4048,AT1G70590,-,1:26618321-26620388,26618321,26620388,2068,1367,-1.37488621681809,1.11319825560497e-25,1.38337609193854e-24
4049,AT1G70600,-,1:26620923-26621659,26620923,26621659,737,737,-0.609799567602202,0.136394821637196,0.194389057996175
4050,AT1G70610,-,1:26621961-26626503,26621961,26626503,4543,2400,0.256008751031545,0.519872246387879,0.607805297634595
4051,AT1G70620,-,1:26626555-26631104,26626555,26631104,4550,3559,-0.058456159487811,0.693925058002438,0.767235149289737
4052,AT1G70630,-,1:26631232-26634102,26631232,26634102,2871,2243,0.258313786075599,0.0420937773977077,0.0685297326522134
4053,AT1G70650,AT1G70645;AT1G70660,1:26638075-26642268,26638075,26642268,4194,2333,0.771268056410282,4.94000066035525e-09,2.07831525629176e-08
4054,AT1G70660,AT1G70650,1:26640565-26642149,26640565,26642149,1585,870,0.262453889245869,0.0572031840188138,0.0899495481064874
4055,AT1G70670,-,1:26644582-26646173,26644582,26646173,1592,1039,-1.18018901484288,4.4858491479188296e-26,5.677183045689231e-25
4056,AT1G70680,-,1:26647220-26648734,26647220,26648734,1515,893,-0.221426199978355,0.140455407286584,0.19931935272359
4057,AT1G70690,-,1:26652013-26653643,26652013,26653643,1631,1248,0.795807030795104,0.110703099867385,0.161873966459626
4058,AT1G70700,-,1:26654768-26657064,26654768,26657064,2297,1247,-1.53951541242138,1.4962580136898e-07,5.42039537212972e-07
4059,AT1G70710,-,1:26659132-26663010,26659132,26663010,3879,1751,0.235131302363022,0.236093665584825,0.313250553508744
4060,AT1G70730,-,1:26668865-26673166,26668865,26673166,4302,2144,-0.38593474333955,0.0040384905540357,0.0080535569952983
4061,AT1G70740,-,1:26673631-26675990,26673631,26675990,2360,1833,-0.984707214954229,3.09053570019177e-13,1.81866516037275e-12
4062,AT1G70750,-,1:26679975-26683204,26679975,26683204,3230,2957,0.108391912469233,0.2510461872883,0.330187270699531
4063,AT1G70760,-,1:26687230-26688384,26687230,26688384,1155,796,1.30922745049001,4.80223162335692e-22,4.9204322471989304e-21
4064,AT1G70770,-,1:26687798-26691277,26687798,26691277,3480,2749,0.301564854516835,0.0003147524909571,0.0007526654748983
4065,AT1G70780,AT1G70782,1:26695166-26696392,26695166,26696392,1227,1136,-1.08959698197223,6.847283951392221e-15,4.5240809196280405e-14
4066,AT1G70782,AT1G70780,1:26695166-26696392,26695166,26696392,1227,1136,0.928906852997602,1.03291878264151e-05,3.00253172358263e-05
4067,AT1G70790,-,1:26700412-26702346,26700412,26702346,1935,1014,1.16173561488886,1.01985738022748e-37,2.24344456413548e-36
4068,AT1G70800,-,1:26702705-26703790,26702705,26703790,1086,717,0.0468630235982583,0.87396072778114,0.91843294684919
4069,AT1G70810,-,1:26704130-26705236,26704130,26705236,1107,720,-0.0850058443338648,0.466203020707536,0.556160462793556
4070,AT1G70820,-,1:26705518-26708264,26705518,26708264,2747,2154,-0.217516967575532,0.0539006190256392,0.085334603294109
4071,AT1G70830,-,1:26709947-26711462,26709947,26711462,1516,1339,0.43521506103741,0.0001146007690323,0.0002911436614469
4072,AT1G70840,-,1:26712982-26714066,26712982,26714066,1085,756,-0.615841714681863,5.15790747543291e-14,3.20702311416234e-13
4073,AT1G70850,-,1:26714866-26716829,26714866,26716829,1964,1294,-0.085746177886791,0.330660327906139,0.41706398692575
